property,algo,score,tag,className,name,id,href,alt,xpath.chrome,xpath.idxpath,location,dimension,visible_text,neighbour_text,type,aria-label,attributes
className,equal (option),40248.0,jaroWinkler,levenshtein (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
alt,equal (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
attributes,intersectValueCompare,38184.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.chrome,equal,38472.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
type,equal (option),38472.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
tag,jaroWinkler,38568.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
location,distanceLinear,38568.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
visible_text,levenshtein (option),38568.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),38664.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
href,levenshtein (option),38664.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),38760.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,jaroWinkler (option),38784.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
dimension,aspectRatio,39744.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.idxpath,equal,39936.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
name,equal (option),39936.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
location,distanceManhattan,38376.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
xpath.idxpath,equal,38472.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
id,jaroWinkler (option),38496.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
className,stringSet (option),38592.0,equal,levenshtein (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
neighbour_text,stringSet (option),38592.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
name,equal (option),38592.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
aria-label,jaccard (option),38688.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
alt,equal (option),38688.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),levenshtein (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
visible_text,levenshtein (option),38688.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
tag,jaroWinkler,38784.0,equal,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
xpath.chrome,equal,38976.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),levenshtein,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
href,equal (option),39168.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),levenshtein (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
attributes,intersectValueCompare,39168.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
dimension,aspectRatio,39744.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceManhattan,area,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
type,equal (option),39744.0,jaroWinkler,stringSet (option),equal (option),jaroWinkler (option),equal (option),equal (option),equal,equal,distanceManhattan,aspectRatio,levenshtein (option),stringSet (option),equal (option),jaccard (option),intersectValueCompare
aria-label,stringSet (option),38280.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),levenshtein (option),intersectValueCompare
dimension,aspectRatio,38688.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,area,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
location,distanceLinear,38688.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
tag,jaroWinkler,38784.0,equal,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
name,equal (option),38784.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
neighbour_text,stringSet (option),38784.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
xpath.chrome,equal,39624.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),levenshtein,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
className,stringSet (option),39720.0,jaroWinkler,levenshtein (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
href,equal (option),40104.0,jaroWinkler,stringSet (option),equal (option),equal (option),levenshtein (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
alt,equal (option),40104.0,jaroWinkler,stringSet (option),equal (option),equal (option),equal (option),levenshtein (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
visible_text,levenshtein (option),40104.0,jaroWinkler,stringSet (option),equal (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
xpath.idxpath,equal,40224.0,jaroWinkler,stringSet (option),equal (option),equal (option),equal (option),equal (option),equal,levenshtein,distanceLinear,aspectRatio,levenshtein (option),stringSet (option),equal (option),stringSet (option),intersectValueCompare
